order_id,product_id,customer_id,quantity,unit_price,total_amount,order_date,payment_method,warehouse_id,priority
ORD-00218,MacBook Pro 14,CUST-0103,75,80.75,6056.25,2024-09-09,Purchase Order,WH-INTL-01,High
ORD-00219,LG C3 OLED TV,CUST-0031,142,137.96,19590.32,2024-11-05,Wire Transfer,WH-CENTRAL-02,Medium
ORD-00220,Corsair RM850x PSU,CUST-0290,109,40.08,4368.72,2024-03-17,Credit Card,WH-NORTH-01,Low
ORD-00221,Kindle Paperwhite,CUST-0166,140,197.26,27616.4,2024-07-29,Net 30,WH-EAST-02,Low
ORD-00222,LG C3 OLED TV,CUST-0051,30,109.61,3288.3,2025-05-22,Cash on Delivery,WH-CENTRAL-01,Low
ORD-00223,Apple iPhone 15,CUST-0003,78,454.04,35415.12,2024-05-18,Wire Transfer,WH-INTL-01,Low
ORD-00224,Logitech MX Master 3S,CUST-0274,24,68.42,1642.08,2024-10-23,Net 30,WH-CENTRAL-01,High
ORD-00225,Kindle Paperwhite,CUST-0110,125,467.6,58450.0,2024-05-19,Net 30,WH-NORTH-01,High
ORD-00226,Sony PlayStation 5,CUST-0097,98,154.34,15125.32,2025-05-17,Cash on Delivery,WH-EAST-02,Medium
ORD-00227,Samsung 990 PRO NVMe,CUST-0256,21,28.38,595.98,2025-07-21,Purchase Order,WH-INTL-02,Low
ORD-00228,Bose QuietComfort Ultra,CUST-0147,98,69.84,6844.32,2025-11-04,Wire Transfer,WH-WEST-02,Medium
ORD-00229,Secretlab Titan EVO,CUST-0039,90,149.14,13422.6,2024-05-01,Wire Transfer,WH-EAST-02,High
ORD-00230,Echo Dot 5th Gen,CUST-0222,85,35.19,2991.15,2024-08-11,Wire Transfer,WH-SOUTH-01,Low
ORD-00231,iPad Pro 12.9,CUST-0173,141,134.1,18908.1,2025-02-20,Wire Transfer,WH-CENTRAL-02,Medium
ORD-00232,Nintendo Switch OLED,CUST-0039,128,372.4,47667.2,2025-11-02,Credit Card,WH-WEST-01,High
ORD-00233,Kindle Paperwhite,CUST-0239,125,363.13,45391.25,2024-10-16,Cash on Delivery,WH-INTL-01,High
ORD-00234,iPad Pro 12.9,CUST-0219,135,458.3,61870.5,2025-06-17,Net 30,WH-INTL-02,High
ORD-00235,Echo Dot 5th Gen,CUST-0114,146,491.17,71710.82,2025-06-02,Credit Card,WH-EAST-01,High
ORD-00236,Apple Watch Series 9,CUST-0175,152,495.3,75285.6,2024-04-18,Net 30,WH-NORTH-01,High
ORD-00237,iPad Pro 12.9,CUST-0259,103,112.02,11538.06,2025-11-10,Purchase Order,WH-WEST-01,Medium
ORD-00238,Sony WH-1000XM5,CUST-0080,164,364.96,59853.44,2025-04-04,Net 30,WH-SOUTH-01,Medium
ORD-00239,NZXT Kraken Elite,CUST-0133,93,208.5,19390.5,2025-10-31,Net 30,WH-EAST-01,Critical
ORD-00240,Elgato Stream Deck,CUST-0141,170,30.99,5268.3,2024-01-24,Credit Card,WH-WEST-02,Low
ORD-00241,Sony PlayStation 5,CUST-0093,131,327.66,42923.46,2025-01-22,Purchase Order,WH-EAST-01,Critical
ORD-00242,Samsung 990 PRO NVMe,CUST-0211,2,11.68,23.36,2024-04-15,Net 30,WH-INTL-01,Low
ORD-00243,Dell XPS 15,CUST-0052,70,494.25,34597.5,2025-11-19,Net 30,WH-WEST-01,Medium
ORD-00244,AMD Ryzen 9 7950X,CUST-0257,121,209.75,25379.75,2024-01-08,Credit Card,WH-EAST-02,High
ORD-00245,LG C3 OLED TV,CUST-0283,42,78.6,3301.2,2025-11-06,Wire Transfer,WH-WEST-01,Medium
ORD-00246,Razer DeathAdder V3,CUST-0143,40,149.12,5964.8,2025-07-23,Net 30,WH-CENTRAL-02,Medium
ORD-00247,Echo Dot 5th Gen,CUST-0153,50,185.38,9269.0,2025-06-22,Credit Card,WH-EAST-01,High
ORD-00248,Razer DeathAdder V3,CUST-0138,10,365.88,3658.8,2024-04-04,Net 30,WH-INTL-02,Low
ORD-00249,Xbox Series X,CUST-0060,96,446.05,42820.8,2024-08-21,Wire Transfer,WH-CENTRAL-02,Low
ORD-00250,AirPods Pro Gen 2,CUST-0227,50,166.16,8308.0,2024-11-17,Wire Transfer,WH-WEST-01,Medium
ORD-00251,Samsung 990 PRO NVMe,CUST-0185,112,151.74,16994.88,2024-01-08,Net 30,WH-INTL-01,Low
ORD-00252,GoPro HERO12 Black,CUST-0015,195,237.54,46320.3,2025-09-05,Wire Transfer,WH-INTL-01,Low
ORD-00253,Xbox Series X,CUST-0148,7,448.53,3139.71,2024-03-15,Purchase Order,WH-WEST-02,High
ORD-00254,AirPods Pro Gen 2,CUST-0065,157,173.13,27181.41,2024-03-20,Cash on Delivery,WH-EAST-02,High
ORD-00255,Dell XPS 15,CUST-0233,121,282.28,34155.88,2024-10-21,Purchase Order,WH-WEST-01,Low
ORD-00256,Apple iPhone 15,CUST-0285,22,324.36,7135.92,2024-06-28,Cash on Delivery,WH-WEST-02,Low
ORD-00257,Corsair RM850x PSU,CUST-0287,57,380.44,21685.08,2025-01-29,Credit Card,WH-WEST-02,Critical
ORD-00258,Apple iPhone 15,CUST-0075,150,388.82,58323.0,2025-07-25,Credit Card,WH-WEST-02,Critical
ORD-00259,Keychron Q1 Pro,CUST-0295,62,412.79,25592.98,2024-09-13,Credit Card,WH-CENTRAL-02,High
ORD-00260,Samsung Galaxy S24,CUST-0253,83,479.33,39784.39,2025-07-19,Purchase Order,WH-INTL-02,High
ORD-00261,AirPods Pro Gen 2,CUST-0143,197,20.22,3983.34,2025-12-15,Wire Transfer,WH-INTL-02,Low
ORD-00262,Bose QuietComfort Ultra,CUST-0026,155,482.73,74823.15,2025-03-05,Purchase Order,WH-CENTRAL-02,Medium
ORD-00263,Sony PlayStation 5,CUST-0008,156,402.49,62788.44,2025-06-16,Net 30,WH-EAST-02,Low
ORD-00264,GoPro HERO12 Black,CUST-0120,85,215.99,18359.15,2025-02-01,Net 30,WH-CENTRAL-01,High
ORD-00265,Google Pixel 8 Pro,CUST-0074,12,50.67,608.04,2025-03-30,Net 30,WH-SOUTH-01,Low
ORD-00266,Kindle Paperwhite,CUST-0154,108,335.3,36212.4,2024-08-16,Cash on Delivery,WH-INTL-01,Low
ORD-00267,NZXT Kraken Elite,CUST-0263,92,117.78,10835.76,2024-05-23,Purchase Order,WH-WEST-02,Critical
ORD-00268,Samsung 990 PRO NVMe,CUST-0204,158,310.75,49098.5,2025-02-12,Purchase Order,WH-CENTRAL-01,High
ORD-00269,MacBook Pro 14,CUST-0093,199,420.31,83641.69,2025-04-15,Purchase Order,WH-EAST-01,High
ORD-00270,LG C3 OLED TV,CUST-0129,48,127.79,6133.92,2025-11-22,Wire Transfer,WH-WEST-02,High
ORD-00271,Samsung Odyssey G9,CUST-0041,2,385.73,771.46,2025-06-08,Net 30,WH-WEST-01,High
ORD-00272,GoPro HERO12 Black,CUST-0204,185,172.19,31855.15,2024-04-23,Cash on Delivery,WH-EAST-02,High
ORD-00273,Elgato Stream Deck,CUST-0300,87,164.51,14312.37,2025-07-01,Credit Card,WH-SOUTH-01,Medium
ORD-00274,NZXT Kraken Elite,CUST-0084,145,406.41,58929.45,2025-05-25,Purchase Order,WH-WEST-01,High
ORD-00275,AirPods Pro Gen 2,CUST-0110,16,127.19,2035.04,2025-04-08,Wire Transfer,WH-WEST-01,High
ORD-00276,DJI Mini 4 Pro,CUST-0114,154,152.65,23508.1,2025-11-22,Credit Card,WH-CENTRAL-02,Medium
ORD-00277,Samsung Odyssey G9,CUST-0011,100,120.92,12092.0,2025-06-21,Wire Transfer,WH-INTL-02,Critical
ORD-00278,Apple Watch Series 9,CUST-0047,48,453.36,21761.28,2025-02-05,Net 30,WH-WEST-01,Low
ORD-00279,Echo Dot 5th Gen,CUST-0072,76,476.13,36185.88,2025-05-12,Wire Transfer,WH-EAST-01,High
ORD-00280,Samsung Galaxy S24,CUST-0091,105,237.37,24923.85,2024-03-30,Credit Card,WH-CENTRAL-02,Medium
ORD-00281,Keychron Q1 Pro,CUST-0108,46,450.93,20742.78,2025-08-27,Net 30,WH-EAST-01,Critical
ORD-00282,AirPods Pro Gen 2,CUST-0017,33,411.51,13579.83,2024-08-14,Wire Transfer,WH-EAST-02,Medium
ORD-00283,Elgato Stream Deck,CUST-0273,41,255.05,10457.05,2025-08-23,Purchase Order,WH-EAST-01,Medium
ORD-00284,Apple iPhone 15,CUST-0300,12,214.81,2577.72,2024-06-03,Credit Card,WH-EAST-02,Medium
ORD-00285,Echo Dot 5th Gen,CUST-0116,63,113.71,7163.73,2025-10-20,Net 30,WH-INTL-02,Critical
ORD-00286,Secretlab Titan EVO,CUST-0012,155,40.28,6243.4,2024-03-27,Wire Transfer,WH-INTL-02,High
ORD-00287,DJI Mini 4 Pro,CUST-0175,26,194.62,5060.12,2025-03-16,Net 30,WH-CENTRAL-01,Critical
ORD-00288,iPad Pro 12.9,CUST-0159,132,372.58,49180.56,2024-03-06,Credit Card,WH-NORTH-01,Medium
ORD-00289,AirPods Pro Gen 2,CUST-0177,1,149.97,149.97,2024-08-20,Wire Transfer,WH-WEST-01,Medium
ORD-00290,Sony WH-1000XM5,CUST-0239,99,328.94,32565.06,2024-03-25,Cash on Delivery,WH-EAST-02,High
ORD-00291,Asus ROG Zephyrus G14,CUST-0148,97,151.92,14736.24,2024-12-05,Wire Transfer,WH-NORTH-01,Low
ORD-00292,AirPods Pro Gen 2,CUST-0181,158,154.9,24474.2,2024-05-01,Wire Transfer,WH-INTL-02,Low
ORD-00293,Corsair RM850x PSU,CUST-0220,172,231.17,39761.24,2024-03-23,Net 30,WH-SOUTH-01,High
ORD-00294,Corsair RM850x PSU,CUST-0215,89,96.63,8600.07,2024-02-29,Credit Card,WH-WEST-01,Low
ORD-00295,Logitech MX Master 3S,CUST-0165,41,281.35,11535.35,2025-08-12,Net 30,WH-INTL-01,Low
ORD-00296,Asus ROG Zephyrus G14,CUST-0031,170,46.35,7879.5,2025-02-20,Wire Transfer,WH-WEST-01,Medium
ORD-00297,Corsair RM850x PSU,CUST-0281,173,65.8,11383.4,2024-03-11,Net 30,WH-EAST-01,Critical
ORD-00298,AMD Ryzen 9 7950X,CUST-0172,123,319.98,39357.54,2025-10-06,Wire Transfer,WH-WEST-01,Medium
ORD-00299,Razer DeathAdder V3,CUST-0183,176,248.28,43697.28,2024-07-22,Cash on Delivery,WH-WEST-01,Low
ORD-00300,NVIDIA RTX 4090,CUST-0146,97,411.18,39884.46,2024-05-21,Cash on Delivery,WH-CENTRAL-02,Critical
ORD-00301,Elgato Stream Deck,CUST-0078,128,51.06,6535.68,2024-08-13,Cash on Delivery,WH-CENTRAL-01,Medium
ORD-00302,Asus ROG Zephyrus G14,CUST-0126,11,24.17,265.87,2024-01-23,Net 30,WH-CENTRAL-02,Medium
ORD-00303,Samsung Galaxy S24,CUST-0077,193,273.56,52797.08,2025-08-06,Wire Transfer,WH-EAST-02,Medium
ORD-00304,Echo Dot 5th Gen,CUST-0258,67,224.3,15028.1,2024-05-26,Net 30,WH-SOUTH-01,Medium
ORD-00305,Razer DeathAdder V3,CUST-0133,123,379.93,46731.39,2024-05-09,Credit Card,WH-NORTH-01,Medium
ORD-00306,Bose QuietComfort Ultra,CUST-0037,128,212.24,27166.72,2025-11-30,Purchase Order,WH-WEST-02,Medium
ORD-00307,Samsung Odyssey G9,CUST-0016,25,58.2,1455.0,2024-02-12,Net 30,WH-CENTRAL-02,Medium
ORD-00308,DJI Mini 4 Pro,CUST-0221,110,202.53,22278.3,2025-12-18,Net 30,WH-WEST-02,High
ORD-00309,Samsung Odyssey G9,CUST-0162,37,249.05,9214.85,2024-03-06,Purchase Order,WH-WEST-02,Medium
ORD-00310,Google Pixel 8 Pro,CUST-0198,94,339.59,31921.46,2025-05-15,Cash on Delivery,WH-NORTH-01,Critical
ORD-00311,Elgato Stream Deck,CUST-0219,136,226.23,30767.28,2024-09-23,Wire Transfer,WH-WEST-01,High
ORD-00312,Logitech MX Master 3S,CUST-0062,74,357.0,26418.0,2025-08-14,Credit Card,WH-CENTRAL-01,Critical
ORD-00313,Sony PlayStation 5,CUST-0297,36,164.3,5914.8,2025-10-02,Wire Transfer,WH-INTL-02,Critical
ORD-00314,Google Pixel 8 Pro,CUST-0057,99,271.58,26886.42,2024-11-30,Wire Transfer,WH-EAST-01,Critical
ORD-00315,Sony PlayStation 5,CUST-0253,193,229.18,44231.74,2024-05-09,Wire Transfer,WH-INTL-02,Medium
ORD-00316,Sony WH-1000XM5,CUST-0300,180,20.67,3720.6,2024-11-23,Wire Transfer,WH-CENTRAL-01,High
ORD-00317,Xbox Series X,CUST-0155,19,74.19,1409.61,2024-05-21,Net 30,WH-CENTRAL-02,Low
ORD-00318,Elgato Stream Deck,CUST-0253,38,395.84,15041.92,2024-07-09,Net 30,WH-INTL-01,Low
ORD-00319,Asus ROG Zephyrus G14,CUST-0291,89,486.51,43299.39,2024-10-20,Net 30,WH-WEST-01,High
ORD-00320,Samsung 990 PRO NVMe,CUST-0027,134,152.74,20467.16,2024-04-29,Net 30,WH-EAST-01,Medium
ORD-00321,LG C3 OLED TV,CUST-0048,167,309.37,51664.79,2024-08-23,Purchase Order,WH-NORTH-01,Medium
ORD-00322,Asus ROG Zephyrus G14,CUST-0080,50,227.91,11395.5,2024-09-05,Credit Card,WH-INTL-02,High
ORD-00323,Keychron Q1 Pro,CUST-0250,17,361.71,6149.07,2024-11-20,Net 30,WH-NORTH-01,Low
ORD-00324,GoPro HERO12 Black,CUST-0072,51,209.43,10680.93,2025-02-08,Cash on Delivery,WH-SOUTH-01,Medium
ORD-00325,LG C3 OLED TV,CUST-0078,29,43.01,1247.29,2024-01-05,Credit Card,WH-EAST-01,High
ORD-00326,Logitech MX Master 3S,CUST-0130,69,71.99,4967.31,2025-05-30,Cash on Delivery,WH-WEST-02,Medium
ORD-00327,Apple iPhone 15,CUST-0296,109,426.07,46441.63,2024-08-05,Net 30,WH-EAST-01,Medium
ORD-00328,Corsair RM850x PSU,CUST-0044,139,306.57,42613.23,2025-12-08,Wire Transfer,WH-SOUTH-01,Low
ORD-00329,Echo Dot 5th Gen,CUST-0147,164,341.82,56058.48,2024-12-09,Net 30,WH-INTL-02,Medium
ORD-00330,Samsung Galaxy S24,CUST-0215,144,492.83,70967.52,2024-01-25,Purchase Order,WH-INTL-02,Low
ORD-00331,Echo Dot 5th Gen,CUST-0190,49,81.33,3985.17,2024-04-26,Credit Card,WH-INTL-02,Medium
ORD-00332,Nintendo Switch OLED,CUST-0001,13,414.19,5384.47,2025-01-18,Credit Card,WH-EAST-02,High
ORD-00333,iPad Pro 12.9,CUST-0272,101,63.76,6439.76,2024-10-25,Credit Card,WH-INTL-01,Low
ORD-00334,Bose QuietComfort Ultra,CUST-0019,135,369.54,49887.9,2024-08-09,Purchase Order,WH-CENTRAL-01,Low
ORD-00335,GoPro HERO12 Black,CUST-0033,73,40.1,2927.3,2024-03-03,Purchase Order,WH-SOUTH-01,Critical
ORD-00336,AMD Ryzen 9 7950X,CUST-0170,88,47.17,4150.96,2025-06-05,Wire Transfer,WH-INTL-01,Low
ORD-00337,Corsair RM850x PSU,CUST-0159,132,326.41,43086.12,2024-10-08,Net 30,WH-CENTRAL-02,High
ORD-00338,Echo Dot 5th Gen,CUST-0007,13,106.57,1385.41,2025-06-01,Credit Card,WH-SOUTH-01,High
ORD-00339,Corsair RM850x PSU,CUST-0231,73,229.22,16733.06,2025-01-25,Cash on Delivery,WH-CENTRAL-01,Low
ORD-00340,Nintendo Switch OLED,CUST-0237,156,28.23,4403.88,2024-04-03,Credit Card,WH-SOUTH-01,Medium
ORD-00341,Kindle Paperwhite,CUST-0055,180,60.39,10870.2,2025-05-10,Purchase Order,WH-INTL-01,Critical
ORD-00342,Xbox Series X,CUST-0044,133,489.11,65051.63,2025-03-10,Cash on Delivery,WH-INTL-02,Critical
ORD-00343,Asus ROG Zephyrus G14,CUST-0267,113,184.56,20855.28,2025-01-29,Wire Transfer,WH-WEST-02,Medium
ORD-00344,Secretlab Titan EVO,CUST-0165,17,243.48,4139.16,2025-02-27,Credit Card,WH-CENTRAL-02,Medium
ORD-00345,Samsung 990 PRO NVMe,CUST-0277,49,135.24,6626.76,2025-01-18,Credit Card,WH-INTL-02,High
ORD-00346,LG C3 OLED TV,CUST-0280,84,225.47,18939.48,2025-03-08,Purchase Order,WH-WEST-02,High
ORD-00347,Bose QuietComfort Ultra,CUST-0261,64,293.47,18782.08,2024-09-02,Wire Transfer,WH-CENTRAL-01,Medium
ORD-00348,Xbox Series X,CUST-0240,103,333.13,34312.39,2025-02-01,Net 30,WH-CENTRAL-02,Low
ORD-00349,Logitech MX Master 3S,CUST-0138,175,171.82,30068.5,2024-03-09,Net 30,WH-SOUTH-01,Critical
ORD-00350,MacBook Pro 14,CUST-0104,54,12.11,653.94,2025-09-11,Credit Card,WH-WEST-01,High
ORD-00351,Sony WH-1000XM5,CUST-0092,41,451.47,18510.27,2024-07-28,Net 30,WH-SOUTH-01,Critical
ORD-00352,GoPro HERO12 Black,CUST-0131,144,407.45,58672.8,2025-08-29,Purchase Order,WH-EAST-02,High
ORD-00353,LG C3 OLED TV,CUST-0266,16,90.66,1450.56,2025-12-28,Purchase Order,WH-CENTRAL-01,Critical
ORD-00354,Razer DeathAdder V3,CUST-0240,62,12.16,753.92,2024-04-19,Wire Transfer,WH-EAST-01,Critical
ORD-00355,Samsung 990 PRO NVMe,CUST-0234,185,422.76,78210.6,2024-05-08,Wire Transfer,WH-INTL-01,Medium
ORD-00356,Samsung Galaxy S24,CUST-0060,122,239.88,29265.36,2025-05-10,Credit Card,WH-INTL-01,High
ORD-00357,Asus ROG Zephyrus G14,CUST-0247,82,72.85,5973.7,2024-05-23,Cash on Delivery,WH-SOUTH-01,Medium
ORD-00358,NZXT Kraken Elite,CUST-0227,200,305.24,61048.0,2024-01-02,Credit Card,WH-WEST-01,Low
ORD-00359,Samsung Odyssey G9,CUST-0073,37,361.0,13357.0,2024-02-19,Wire Transfer,WH-CENTRAL-01,High
ORD-00360,Secretlab Titan EVO,CUST-0179,56,445.34,24939.04,2025-05-15,Net 30,WH-NORTH-01,Critical
ORD-00361,Samsung Galaxy S24,CUST-0219,194,313.33,60786.02,2024-04-06,Credit Card,WH-INTL-02,Critical
ORD-00362,Echo Dot 5th Gen,CUST-0223,97,188.73,18306.81,2024-04-20,Purchase Order,WH-SOUTH-01,Critical
ORD-00363,Echo Dot 5th Gen,CUST-0194,105,155.04,16279.2,2025-04-11,Cash on Delivery,WH-WEST-02,Medium
ORD-00364,NZXT Kraken Elite,CUST-0188,200,140.35,28070.0,2024-10-21,Wire Transfer,WH-WEST-01,High
ORD-00365,Apple Watch Series 9,CUST-0187,173,196.13,33930.49,2024-05-21,Wire Transfer,WH-NORTH-01,Medium
ORD-00366,Kindle Paperwhite,CUST-0297,47,72.32,3399.04,2025-12-12,Credit Card,WH-CENTRAL-01,Medium
ORD-00367,NZXT Kraken Elite,CUST-0186,181,16.51,2988.31,2025-09-30,Purchase Order,WH-NORTH-01,Medium
ORD-00368,Google Pixel 8 Pro,CUST-0253,13,383.51,4985.63,2025-03-07,Cash on Delivery,WH-EAST-02,Low
ORD-00369,Xbox Series X,CUST-0023,10,375.16,3751.6,2024-12-02,Credit Card,WH-SOUTH-01,Medium
ORD-00370,Secretlab Titan EVO,CUST-0069,3,25.06,75.18,2025-03-05,Net 30,WH-CENTRAL-02,Medium
ORD-00371,Samsung Galaxy S24,CUST-0173,67,423.9,28401.3,2025-11-16,Cash on Delivery,WH-NORTH-01,Medium
ORD-00372,NVIDIA RTX 4090,CUST-0106,82,151.62,12432.84,2024-08-13,Purchase Order,WH-NORTH-01,Low
ORD-00373,Bose QuietComfort Ultra,CUST-0207,48,62.82,3015.36,2025-09-06,Net 30,WH-INTL-02,Low
ORD-00374,Nintendo Switch OLED,CUST-0259,99,128.81,12752.19,2024-09-15,Net 30,WH-SOUTH-01,High
ORD-00375,NZXT Kraken Elite,CUST-0107,62,408.03,25297.86,2025-11-26,Credit Card,WH-NORTH-01,Medium
ORD-00376,LG C3 OLED TV,CUST-0266,105,217.41,22828.05,2025-11-04,Wire Transfer,WH-CENTRAL-01,Critical
ORD-00377,Nintendo Switch OLED,CUST-0086,86,139.3,11979.8,2025-07-05,Net 30,WH-WEST-01,High
ORD-00378,Apple Watch Series 9,CUST-0073,11,407.31,4480.41,2024-01-03,Credit Card,WH-INTL-01,Critical
ORD-00379,Apple iPhone 15,CUST-0194,13,52.32,680.16,2025-11-11,Credit Card,WH-CENTRAL-02,Low
ORD-00380,Google Pixel 8 Pro,CUST-0144,7,284.14,1988.98,2025-08-26,Wire Transfer,WH-WEST-01,Critical
ORD-00381,AMD Ryzen 9 7950X,CUST-0030,103,477.64,49196.92,2024-04-27,Wire Transfer,WH-WEST-02,High
ORD-00382,Keychron Q1 Pro,CUST-0103,168,455.69,76555.92,2025-03-06,Credit Card,WH-EAST-02,Low
ORD-00383,Secretlab Titan EVO,CUST-0270,185,28.48,5268.8,2024-02-28,Cash on Delivery,WH-INTL-02,Medium
ORD-00384,Xbox Series X,CUST-0002,142,227.25,32269.5,2024-03-08,Purchase Order,WH-INTL-01,Low
ORD-00385,GoPro HERO12 Black,CUST-0172,135,325.41,43930.35,2024-06-26,Purchase Order,WH-EAST-02,High
ORD-00386,Echo Dot 5th Gen,CUST-0026,154,380.44,58587.76,2025-07-10,Cash on Delivery,WH-WEST-02,Low
ORD-00387,Sony WH-1000XM5,CUST-0214,181,118.11,21377.91,2024-09-25,Net 30,WH-EAST-02,Medium
ORD-00388,Samsung Galaxy S24,CUST-0013,101,93.49,9442.49,2025-03-03,Cash on Delivery,WH-EAST-02,Medium
ORD-00389,NVIDIA RTX 4090,CUST-0035,173,321.24,55574.52,2024-05-20,Purchase Order,WH-INTL-02,High
ORD-00390,AirPods Pro Gen 2,CUST-0235,179,490.88,87867.52,2025-04-14,Credit Card,WH-CENTRAL-02,Medium
ORD-00391,iPad Pro 12.9,CUST-0281,23,27.8,639.4,2024-03-16,Wire Transfer,WH-WEST-02,Low
ORD-00392,AMD Ryzen 9 7950X,CUST-0230,111,253.63,28152.93,2025-09-19,Cash on Delivery,WH-INTL-01,High
ORD-00393,Xbox Series X,CUST-0158,25,283.27,7081.75,2024-05-22,Wire Transfer,WH-SOUTH-01,Medium
ORD-00394,iPad Pro 12.9,CUST-0015,105,369.39,38785.95,2025-04-30,Credit Card,WH-SOUTH-01,Critical
ORD-00395,Xbox Series X,CUST-0261,123,348.14,42821.22,2025-03-13,Net 30,WH-NORTH-01,Critical
ORD-00396,Dell XPS 15,CUST-0111,169,270.08,45643.52,2024-05-08,Net 30,WH-WEST-02,Critical
ORD-00397,Apple iPhone 15,CUST-0184,135,453.97,61285.95,2025-07-11,Credit Card,WH-EAST-02,Critical
ORD-00398,Keychron Q1 Pro,CUST-0089,42,235.35,9884.7,2025-10-17,Cash on Delivery,WH-WEST-01,Medium
ORD-00399,NVIDIA RTX 4090,CUST-0264,111,223.14,24768.54,2025-03-11,Credit Card,WH-INTL-02,Medium
ORD-00400,Keychron Q1 Pro,CUST-0167,165,204.57,33754.05,2025-04-03,Wire Transfer,WH-WEST-01,Low
ORD-00401,GoPro HERO12 Black,CUST-0163,75,294.58,22093.5,2025-04-19,Cash on Delivery,WH-INTL-01,Low
ORD-00402,Corsair RM850x PSU,CUST-0246,83,177.29,14715.07,2024-05-18,Net 30,WH-WEST-01,Critical
ORD-00403,Keychron Q1 Pro,CUST-0152,155,419.61,65039.55,2024-11-26,Credit Card,WH-INTL-01,Medium
ORD-00404,Razer DeathAdder V3,CUST-0013,95,480.2,45619.0,2025-07-24,Purchase Order,WH-EAST-01,Low
ORD-00405,Sony WH-1000XM5,CUST-0056,75,71.15,5336.25,2025-12-28,Net 30,WH-CENTRAL-02,Critical
ORD-00406,Kindle Paperwhite,CUST-0072,150,102.35,15352.5,2025-07-18,Cash on Delivery,WH-CENTRAL-02,Critical
ORD-00407,Sony WH-1000XM5,CUST-0042,24,271.85,6524.4,2024-12-25,Credit Card,WH-CENTRAL-01,Critical
ORD-00408,iPad Pro 12.9,CUST-0023,15,437.79,6566.85,2024-02-10,Credit Card,WH-INTL-02,Medium
ORD-00409,Samsung 990 PRO NVMe,CUST-0093,70,301.24,21086.8,2024-09-25,Cash on Delivery,WH-NORTH-01,Critical
ORD-00410,Secretlab Titan EVO,CUST-0120,164,236.9,38851.6,2024-12-23,Credit Card,WH-WEST-01,Medium
ORD-00411,Nintendo Switch OLED,CUST-0077,32,59.82,1914.24,2024-01-19,Purchase Order,WH-EAST-01,Low
ORD-00412,Samsung 990 PRO NVMe,CUST-0019,130,201.8,26234.0,2025-10-21,Net 30,WH-CENTRAL-01,Medium
ORD-00413,Keychron Q1 Pro,CUST-0177,194,484.83,94057.02,2025-08-08,Wire Transfer,WH-WEST-01,Medium
ORD-00414,AMD Ryzen 9 7950X,CUST-0061,49,209.96,10288.04,2024-08-20,Cash on Delivery,WH-EAST-01,Critical
ORD-00415,Corsair RM850x PSU,CUST-0101,11,16.68,183.48,2024-06-21,Credit Card,WH-WEST-01,High
ORD-00416,Sony PlayStation 5,CUST-0072,99,329.09,32579.91,2024-06-25,Purchase Order,WH-INTL-02,Critical
ORD-00417,Dell XPS 15,CUST-0148,62,240.09,14885.58,2025-01-07,Credit Card,WH-CENTRAL-02,Critical
ORD-00418,AirPods Pro Gen 2,CUST-0142,24,405.31,9727.44,2025-12-07,Purchase Order,WH-SOUTH-01,High
ORD-00419,Corsair RM850x PSU,CUST-0131,174,390.72,67985.28,2025-02-21,Credit Card,WH-SOUTH-01,Critical
ORD-00420,Samsung Odyssey G9,CUST-0191,93,326.51,30365.43,2024-08-01,Wire Transfer,WH-CENTRAL-01,High
ORD-00421,Sony PlayStation 5,CUST-0282,72,196.6,14155.2,2024-03-08,Cash on Delivery,WH-SOUTH-01,High
ORD-00422,MacBook Pro 14,CUST-0138,51,336.47,17159.97,2025-06-10,Cash on Delivery,WH-WEST-02,High
ORD-00423,Apple iPhone 15,CUST-0181,190,429.51,81606.9,2025-07-29,Cash on Delivery,WH-SOUTH-01,Medium
ORD-00424,Keychron Q1 Pro,CUST-0154,127,115.76,14701.52,2025-03-02,Cash on Delivery,WH-CENTRAL-02,Medium
ORD-00425,Dell XPS 15,CUST-0236,8,431.73,3453.84,2024-06-06,Net 30,WH-CENTRAL-02,Critical
ORD-00426,Elgato Stream Deck,CUST-0125,131,451.54,59151.74,2024-01-05,Wire Transfer,WH-SOUTH-01,Medium
ORD-00427,GoPro HERO12 Black,CUST-0221,167,133.39,22276.13,2025-11-03,Cash on Delivery,WH-CENTRAL-02,Low
ORD-00428,Dell XPS 15,CUST-0157,7,383.95,2687.65,2024-12-30,Purchase Order,WH-EAST-01,High
ORD-00429,Samsung Odyssey G9,CUST-0206,153,95.69,14640.57,2024-02-02,Net 30,WH-WEST-01,Low
ORD-00430,DJI Mini 4 Pro,CUST-0101,118,106.57,12575.26,2024-02-22,Cash on Delivery,WH-EAST-01,Critical
ORD-00431,Corsair RM850x PSU,CUST-0073,59,458.19,27033.21,2025-04-02,Cash on Delivery,WH-CENTRAL-02,High
ORD-00432,Apple iPhone 15,CUST-0003,89,336.81,29976.09,2025-10-12,Wire Transfer,WH-INTL-01,Low
ORD-00433,Razer DeathAdder V3,CUST-0180,108,77.48,8367.84,2024-03-05,Credit Card,WH-CENTRAL-02,Low
ORD-00434,Samsung 990 PRO NVMe,CUST-0003,34,347.67,11820.78,2025-11-23,Purchase Order,WH-CENTRAL-02,Low
ORD-00435,Xbox Series X,CUST-0160,48,480.12,23045.76,2025-11-04,Wire Transfer,WH-CENTRAL-02,Medium
