inventory_id,product_id,product_name,category,warehouse_id,supplier_id,quantity_on_hand,reorder_point,unit_price,last_restock_date,stock_status
INV-00190,Kindle Paperwhite,Kindle Paperwhite,Sensors,WH-EAST-01,SUP-0003,4982,227,348.92,2025-11-22,In Stock
INV-00191,AirPods Pro Gen 2,AirPods Pro Gen 2,Electrical,WH-EAST-02,SUP-0045,1312,488,80.32,2024-07-04,In Stock
INV-00192,Razer DeathAdder V3,Razer DeathAdder V3,Safety Equipment,WH-NORTH-01,SUP-0080,3702,269,203.61,2024-11-19,In Stock
INV-00193,Kindle Paperwhite,Kindle Paperwhite,Electronics,WH-EAST-02,SUP-0021,551,249,92.55,2025-12-27,In Stock
INV-00194,Nintendo Switch OLED,Nintendo Switch OLED,Assemblies,WH-INTL-01,SUP-0133,756,240,321.51,2024-03-02,In Stock
INV-00195,Apple iPhone 15,Apple iPhone 15,Mechanical,WH-NORTH-01,SUP-0151,4397,57,260.55,2025-02-09,In Stock
INV-00196,Google Pixel 8 Pro,Google Pixel 8 Pro,Electrical,WH-WEST-02,SUP-0021,4051,336,90.58,2025-09-01,In Stock
INV-00197,Elgato Stream Deck,Elgato Stream Deck,Electronics,WH-CENTRAL-01,SUP-0115,2935,277,71.78,2025-02-22,In Stock
INV-00198,Corsair RM850x PSU,Corsair RM850x PSU,Electrical,WH-SOUTH-01,SUP-0020,2155,486,77.9,2024-04-23,In Stock
INV-00199,Secretlab Titan EVO,Secretlab Titan EVO,Sensors,WH-INTL-01,SUP-0065,1348,77,118.26,2025-05-05,In Stock
INV-00200,NVIDIA RTX 4090,NVIDIA RTX 4090,Raw Materials,WH-INTL-02,SUP-0187,1867,270,196.01,2025-06-29,In Stock
INV-00201,Samsung Galaxy S24,Samsung Galaxy S24,Raw Materials,WH-WEST-01,SUP-0095,3778,333,491.78,2025-06-10,In Stock
INV-00202,MacBook Pro 14,MacBook Pro 14,Mechanical,WH-INTL-01,SUP-0178,2537,115,376.83,2025-05-30,In Stock
INV-00203,NVIDIA RTX 4090,NVIDIA RTX 4090,Assemblies,WH-EAST-01,SUP-0009,2074,235,339.53,2025-03-15,In Stock
INV-00204,Logitech MX Master 3S,Logitech MX Master 3S,Raw Materials,WH-CENTRAL-01,SUP-0167,2502,384,236.28,2024-05-29,In Stock
INV-00205,NZXT Kraken Elite,NZXT Kraken Elite,Mechanical,WH-EAST-02,SUP-0036,1612,482,472.51,2024-06-06,In Stock
INV-00206,Secretlab Titan EVO,Secretlab Titan EVO,Safety Equipment,WH-INTL-02,SUP-0188,3665,196,408.72,2024-03-27,In Stock
INV-00207,iPad Pro 12.9,iPad Pro 12.9,Packaging,WH-WEST-02,SUP-0063,3591,446,333.93,2025-10-22,In Stock
INV-00208,DJI Mini 4 Pro,DJI Mini 4 Pro,Electrical,WH-EAST-01,SUP-0050,1362,300,434.47,2025-07-22,In Stock
INV-00209,LG C3 OLED TV,LG C3 OLED TV,Electrical,WH-EAST-02,SUP-0122,3108,400,180.05,2024-01-13,In Stock
INV-00210,DJI Mini 4 Pro,DJI Mini 4 Pro,Mechanical,WH-INTL-02,SUP-0100,4447,81,481.35,2024-02-12,In Stock
INV-00211,Logitech MX Master 3S,Logitech MX Master 3S,Sensors,WH-EAST-01,SUP-0099,2694,415,306.4,2024-08-23,In Stock
INV-00212,NVIDIA RTX 4090,NVIDIA RTX 4090,Electrical,WH-CENTRAL-01,SUP-0160,4467,307,447.43,2024-12-04,In Stock
INV-00213,NZXT Kraken Elite,NZXT Kraken Elite,Electronics,WH-EAST-01,SUP-0180,1880,206,394.98,2024-04-16,In Stock
INV-00214,Xbox Series X,Xbox Series X,Packaging,WH-NORTH-01,SUP-0122,566,416,255.05,2025-06-10,In Stock
INV-00215,Elgato Stream Deck,Elgato Stream Deck,Packaging,WH-CENTRAL-02,SUP-0045,548,481,143.03,2024-09-17,In Stock
INV-00216,Secretlab Titan EVO,Secretlab Titan EVO,Assemblies,WH-SOUTH-01,SUP-0014,2944,183,413.8,2024-08-03,In Stock
INV-00217,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Raw Materials,WH-EAST-02,SUP-0122,4383,500,303.37,2024-08-10,In Stock
INV-00218,iPad Pro 12.9,iPad Pro 12.9,Electronics,WH-CENTRAL-02,SUP-0062,4525,104,323.61,2024-05-06,In Stock
INV-00219,Dell XPS 15,Dell XPS 15,Assemblies,WH-INTL-01,SUP-0189,4396,283,196.07,2025-09-29,In Stock
INV-00220,Echo Dot 5th Gen,Echo Dot 5th Gen,Electrical,WH-INTL-02,SUP-0016,4745,267,156.51,2024-11-18,In Stock
INV-00221,Google Pixel 8 Pro,Google Pixel 8 Pro,Electrical,WH-NORTH-01,SUP-0027,4741,409,140.75,2025-04-05,In Stock
INV-00222,GoPro HERO12 Black,GoPro HERO12 Black,Packaging,WH-WEST-02,SUP-0010,1126,179,406.06,2025-09-04,In Stock
INV-00223,LG C3 OLED TV,LG C3 OLED TV,Assemblies,WH-WEST-01,SUP-0069,3123,413,70.44,2024-07-27,In Stock
INV-00224,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Sensors,WH-INTL-02,SUP-0116,4560,382,85.55,2024-08-29,In Stock
INV-00225,Samsung Odyssey G9,Samsung Odyssey G9,Mechanical,WH-WEST-01,SUP-0029,4653,455,492.74,2025-11-06,In Stock
INV-00226,LG C3 OLED TV,LG C3 OLED TV,Packaging,WH-WEST-01,SUP-0146,4095,65,108.99,2024-06-25,In Stock
INV-00227,Xbox Series X,Xbox Series X,Sensors,WH-WEST-01,SUP-0038,4216,75,64.96,2024-04-29,In Stock
INV-00228,Apple iPhone 15,Apple iPhone 15,Electrical,WH-EAST-01,SUP-0005,1516,167,36.2,2025-06-18,In Stock
INV-00229,Sony WH-1000XM5,Sony WH-1000XM5,Packaging,WH-EAST-02,SUP-0012,3779,272,455.47,2025-06-04,In Stock
INV-00230,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Safety Equipment,WH-SOUTH-01,SUP-0032,4889,393,10.55,2024-03-26,In Stock
INV-00231,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Raw Materials,WH-SOUTH-01,SUP-0024,2420,146,147.94,2024-08-28,In Stock
INV-00232,Elgato Stream Deck,Elgato Stream Deck,Raw Materials,WH-WEST-02,SUP-0165,4530,198,471.99,2025-08-26,In Stock
INV-00233,Xbox Series X,Xbox Series X,Safety Equipment,WH-CENTRAL-01,SUP-0108,388,452,392.6,2025-07-17,Low Stock
INV-00234,DJI Mini 4 Pro,DJI Mini 4 Pro,Raw Materials,WH-CENTRAL-01,SUP-0105,1132,149,433.85,2025-08-25,In Stock
INV-00235,NVIDIA RTX 4090,NVIDIA RTX 4090,Electronics,WH-WEST-02,SUP-0188,800,67,387.68,2024-01-18,In Stock
INV-00236,iPad Pro 12.9,iPad Pro 12.9,Electronics,WH-CENTRAL-02,SUP-0072,3311,143,472.01,2025-08-25,In Stock
INV-00237,Sony WH-1000XM5,Sony WH-1000XM5,Mechanical,WH-CENTRAL-02,SUP-0006,3584,477,451.95,2024-02-17,In Stock
INV-00238,AirPods Pro Gen 2,AirPods Pro Gen 2,Packaging,WH-SOUTH-01,SUP-0069,3545,392,50.55,2024-01-14,In Stock
INV-00239,Elgato Stream Deck,Elgato Stream Deck,Assemblies,WH-EAST-02,SUP-0182,3219,239,49.7,2024-08-18,In Stock
INV-00240,Keychron Q1 Pro,Keychron Q1 Pro,Safety Equipment,WH-INTL-01,SUP-0083,12,463,54.78,2025-09-20,Low Stock
INV-00241,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Safety Equipment,WH-EAST-01,SUP-0134,4845,187,309.51,2025-01-11,In Stock
INV-00242,Razer DeathAdder V3,Razer DeathAdder V3,Sensors,WH-SOUTH-01,SUP-0108,4601,439,276.38,2024-10-28,In Stock
INV-00243,LG C3 OLED TV,LG C3 OLED TV,Packaging,WH-WEST-01,SUP-0100,1153,243,305.43,2024-01-16,In Stock
INV-00244,Xbox Series X,Xbox Series X,Packaging,WH-INTL-01,SUP-0143,1917,326,262.42,2025-10-12,In Stock
INV-00245,Echo Dot 5th Gen,Echo Dot 5th Gen,Safety Equipment,WH-INTL-02,SUP-0019,969,291,185.22,2025-01-14,In Stock
INV-00246,Corsair RM850x PSU,Corsair RM850x PSU,Electrical,WH-CENTRAL-02,SUP-0117,4844,269,422.73,2025-08-06,In Stock
INV-00247,iPad Pro 12.9,iPad Pro 12.9,Sensors,WH-WEST-01,SUP-0006,3088,61,471.92,2024-05-15,In Stock
INV-00248,AirPods Pro Gen 2,AirPods Pro Gen 2,Electrical,WH-SOUTH-01,SUP-0004,2936,282,154.85,2024-03-21,In Stock
INV-00249,LG C3 OLED TV,LG C3 OLED TV,Raw Materials,WH-WEST-01,SUP-0019,47,439,393.06,2025-01-04,Low Stock
INV-00250,NVIDIA RTX 4090,NVIDIA RTX 4090,Mechanical,WH-NORTH-01,SUP-0125,4181,210,231.17,2025-12-24,In Stock
INV-00251,Sony PlayStation 5,Sony PlayStation 5,Assemblies,WH-SOUTH-01,SUP-0155,1130,299,96.51,2024-03-17,In Stock
INV-00252,Nintendo Switch OLED,Nintendo Switch OLED,Electrical,WH-CENTRAL-01,SUP-0024,4438,394,306.23,2025-08-29,In Stock
INV-00253,Sony WH-1000XM5,Sony WH-1000XM5,Assemblies,WH-WEST-01,SUP-0042,1128,273,74.75,2025-05-03,In Stock
INV-00254,NVIDIA RTX 4090,NVIDIA RTX 4090,Mechanical,WH-NORTH-01,SUP-0014,4196,350,406.53,2024-09-27,In Stock
INV-00255,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Electrical,WH-EAST-02,SUP-0142,3001,186,176.57,2024-10-27,In Stock
INV-00256,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Electronics,WH-CENTRAL-02,SUP-0112,3982,476,390.85,2024-05-09,In Stock
INV-00257,Apple iPhone 15,Apple iPhone 15,Electrical,WH-CENTRAL-02,SUP-0128,4734,122,416.1,2025-12-28,In Stock
INV-00258,Echo Dot 5th Gen,Echo Dot 5th Gen,Electronics,WH-EAST-02,SUP-0162,147,425,202.65,2025-12-22,Low Stock
INV-00259,Elgato Stream Deck,Elgato Stream Deck,Assemblies,WH-EAST-01,SUP-0118,2803,259,89.98,2024-05-19,In Stock
INV-00260,Logitech MX Master 3S,Logitech MX Master 3S,Electrical,WH-INTL-01,SUP-0157,3850,140,167.41,2024-10-13,In Stock
INV-00261,Apple iPhone 15,Apple iPhone 15,Safety Equipment,WH-INTL-01,SUP-0167,478,95,472.93,2025-06-13,In Stock
INV-00262,MacBook Pro 14,MacBook Pro 14,Assemblies,WH-NORTH-01,SUP-0062,1318,402,49.59,2025-03-05,In Stock
INV-00263,Sony PlayStation 5,Sony PlayStation 5,Raw Materials,WH-EAST-01,SUP-0124,3190,327,37.63,2024-12-25,In Stock
INV-00264,LG C3 OLED TV,LG C3 OLED TV,Mechanical,WH-INTL-02,SUP-0096,483,96,487.49,2025-09-17,In Stock
INV-00265,MacBook Pro 14,MacBook Pro 14,Mechanical,WH-EAST-02,SUP-0081,3799,463,97.04,2024-03-23,In Stock
INV-00266,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Raw Materials,WH-WEST-02,SUP-0113,357,430,31.35,2025-08-06,Low Stock
INV-00267,Dell XPS 15,Dell XPS 15,Electronics,WH-NORTH-01,SUP-0019,1635,72,405.78,2025-08-30,In Stock
INV-00268,NVIDIA RTX 4090,NVIDIA RTX 4090,Safety Equipment,WH-CENTRAL-01,SUP-0180,120,52,415.84,2025-10-31,In Stock
INV-00269,Sony PlayStation 5,Sony PlayStation 5,Assemblies,WH-INTL-01,SUP-0183,4130,343,166.98,2024-10-27,In Stock
INV-00270,Samsung Odyssey G9,Samsung Odyssey G9,Safety Equipment,WH-SOUTH-01,SUP-0152,1153,458,279.89,2024-08-06,In Stock
INV-00271,NZXT Kraken Elite,NZXT Kraken Elite,Electrical,WH-INTL-02,SUP-0066,3376,226,143.12,2025-04-28,In Stock
INV-00272,Razer DeathAdder V3,Razer DeathAdder V3,Mechanical,WH-INTL-02,SUP-0185,946,261,259.76,2024-05-24,In Stock
INV-00273,Google Pixel 8 Pro,Google Pixel 8 Pro,Assemblies,WH-INTL-01,SUP-0022,1656,462,110.54,2024-03-13,In Stock
INV-00274,Samsung Galaxy S24,Samsung Galaxy S24,Electronics,WH-WEST-01,SUP-0091,2112,220,388.47,2025-11-10,In Stock
INV-00275,Kindle Paperwhite,Kindle Paperwhite,Electrical,WH-EAST-02,SUP-0120,3303,163,446.74,2024-08-06,In Stock
INV-00276,Elgato Stream Deck,Elgato Stream Deck,Assemblies,WH-INTL-01,SUP-0196,2948,274,441.25,2024-09-04,In Stock
INV-00277,NVIDIA RTX 4090,NVIDIA RTX 4090,Electronics,WH-SOUTH-01,SUP-0070,1240,265,489.61,2025-03-21,In Stock
INV-00278,Samsung Galaxy S24,Samsung Galaxy S24,Sensors,WH-INTL-02,SUP-0141,3516,279,113.42,2024-09-14,In Stock
INV-00279,Elgato Stream Deck,Elgato Stream Deck,Sensors,WH-INTL-01,SUP-0078,2454,327,484.0,2024-11-21,In Stock
INV-00280,Corsair RM850x PSU,Corsair RM850x PSU,Assemblies,WH-SOUTH-01,SUP-0036,1866,245,272.4,2024-12-04,In Stock
INV-00281,NVIDIA RTX 4090,NVIDIA RTX 4090,Safety Equipment,WH-CENTRAL-01,SUP-0181,434,278,29.81,2025-01-03,In Stock
INV-00282,iPad Pro 12.9,iPad Pro 12.9,Mechanical,WH-CENTRAL-02,SUP-0102,2748,230,83.93,2025-08-01,In Stock
INV-00283,MacBook Pro 14,MacBook Pro 14,Electronics,WH-INTL-01,SUP-0086,79,354,451.65,2024-11-28,Low Stock
INV-00284,Nintendo Switch OLED,Nintendo Switch OLED,Assemblies,WH-EAST-01,SUP-0171,348,302,495.11,2024-04-14,In Stock
INV-00285,Elgato Stream Deck,Elgato Stream Deck,Mechanical,WH-EAST-02,SUP-0119,1913,101,390.56,2025-02-01,In Stock
INV-00286,Nintendo Switch OLED,Nintendo Switch OLED,Electronics,WH-WEST-01,SUP-0085,4923,401,403.69,2025-12-22,In Stock
INV-00287,iPad Pro 12.9,iPad Pro 12.9,Electrical,WH-WEST-01,SUP-0163,3187,77,16.78,2025-09-27,In Stock
INV-00288,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Assemblies,WH-EAST-02,SUP-0175,1915,211,92.68,2024-01-01,In Stock
INV-00289,Elgato Stream Deck,Elgato Stream Deck,Electrical,WH-WEST-01,SUP-0113,677,391,451.05,2025-08-02,In Stock
INV-00290,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Electrical,WH-SOUTH-01,SUP-0195,487,55,407.17,2024-02-21,In Stock
INV-00291,Sony PlayStation 5,Sony PlayStation 5,Raw Materials,WH-WEST-02,SUP-0185,2617,106,465.6,2024-12-21,In Stock
INV-00292,Corsair RM850x PSU,Corsair RM850x PSU,Safety Equipment,WH-INTL-02,SUP-0087,4818,182,20.84,2024-10-16,In Stock
INV-00293,Samsung Galaxy S24,Samsung Galaxy S24,Safety Equipment,WH-WEST-02,SUP-0034,4033,101,234.53,2025-07-17,In Stock
INV-00294,Samsung Galaxy S24,Samsung Galaxy S24,Raw Materials,WH-EAST-01,SUP-0060,2898,412,334.88,2024-03-08,In Stock
INV-00295,Samsung Galaxy S24,Samsung Galaxy S24,Assemblies,WH-INTL-02,SUP-0056,79,251,485.07,2024-01-13,Low Stock
INV-00296,Apple Watch Series 9,Apple Watch Series 9,Electronics,WH-CENTRAL-01,SUP-0090,4742,110,67.4,2024-02-02,In Stock
INV-00297,Elgato Stream Deck,Elgato Stream Deck,Electronics,WH-INTL-01,SUP-0157,1757,269,350.87,2024-10-18,In Stock
INV-00298,Sony PlayStation 5,Sony PlayStation 5,Assemblies,WH-INTL-02,SUP-0025,589,327,477.93,2025-10-31,In Stock
INV-00299,NVIDIA RTX 4090,NVIDIA RTX 4090,Raw Materials,WH-CENTRAL-02,SUP-0195,1427,329,376.27,2025-01-17,In Stock
INV-00300,GoPro HERO12 Black,GoPro HERO12 Black,Electrical,WH-EAST-01,SUP-0093,4645,224,197.02,2024-02-04,In Stock
INV-00301,Samsung Galaxy S24,Samsung Galaxy S24,Electronics,WH-EAST-01,SUP-0102,3338,299,287.74,2025-07-14,In Stock
INV-00302,Samsung Galaxy S24,Samsung Galaxy S24,Packaging,WH-NORTH-01,SUP-0123,603,329,135.07,2025-12-13,In Stock
INV-00303,Elgato Stream Deck,Elgato Stream Deck,Assemblies,WH-WEST-01,SUP-0184,1979,295,445.43,2024-08-11,In Stock
INV-00304,GoPro HERO12 Black,GoPro HERO12 Black,Assemblies,WH-CENTRAL-01,SUP-0149,1587,341,350.95,2025-01-18,In Stock
INV-00305,NZXT Kraken Elite,NZXT Kraken Elite,Electronics,WH-SOUTH-01,SUP-0126,1843,60,231.95,2024-06-09,In Stock
INV-00306,NVIDIA RTX 4090,NVIDIA RTX 4090,Sensors,WH-WEST-01,SUP-0163,2687,54,177.23,2024-01-12,In Stock
INV-00307,Sony PlayStation 5,Sony PlayStation 5,Packaging,WH-CENTRAL-02,SUP-0066,4040,158,69.35,2025-02-04,In Stock
INV-00308,MacBook Pro 14,MacBook Pro 14,Safety Equipment,WH-INTL-01,SUP-0066,2341,104,95.97,2024-03-03,In Stock
INV-00309,DJI Mini 4 Pro,DJI Mini 4 Pro,Electrical,WH-WEST-02,SUP-0057,1530,388,157.32,2024-04-07,In Stock
INV-00310,Sony PlayStation 5,Sony PlayStation 5,Electronics,WH-INTL-02,SUP-0011,124,427,323.36,2025-03-07,Low Stock
INV-00311,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Sensors,WH-EAST-01,SUP-0164,380,232,383.33,2025-07-07,In Stock
INV-00312,LG C3 OLED TV,LG C3 OLED TV,Assemblies,WH-WEST-02,SUP-0004,3391,311,79.98,2024-04-29,In Stock
INV-00313,Sony PlayStation 5,Sony PlayStation 5,Safety Equipment,WH-WEST-02,SUP-0035,3145,251,310.05,2024-01-07,In Stock
INV-00314,Keychron Q1 Pro,Keychron Q1 Pro,Raw Materials,WH-INTL-02,SUP-0143,2740,283,396.03,2025-07-10,In Stock
INV-00315,iPad Pro 12.9,iPad Pro 12.9,Electrical,WH-EAST-02,SUP-0044,2648,488,298.74,2025-08-30,In Stock
INV-00316,Razer DeathAdder V3,Razer DeathAdder V3,Electrical,WH-SOUTH-01,SUP-0012,3469,209,119.32,2024-09-03,In Stock
INV-00317,AirPods Pro Gen 2,AirPods Pro Gen 2,Electronics,WH-WEST-01,SUP-0118,1467,458,188.17,2025-06-17,In Stock
INV-00318,MacBook Pro 14,MacBook Pro 14,Safety Equipment,WH-NORTH-01,SUP-0007,636,180,348.98,2024-05-09,In Stock
INV-00319,Apple iPhone 15,Apple iPhone 15,Mechanical,WH-CENTRAL-02,SUP-0042,3644,108,116.7,2025-07-17,In Stock
INV-00320,Apple iPhone 15,Apple iPhone 15,Packaging,WH-WEST-01,SUP-0026,1482,146,325.28,2025-09-14,In Stock
INV-00321,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Raw Materials,WH-INTL-01,SUP-0032,1400,84,263.52,2025-05-15,In Stock
INV-00322,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Raw Materials,WH-INTL-02,SUP-0025,35,401,219.7,2024-04-24,Low Stock
INV-00323,Xbox Series X,Xbox Series X,Raw Materials,WH-CENTRAL-02,SUP-0141,3576,158,277.55,2025-08-25,In Stock
INV-00324,Elgato Stream Deck,Elgato Stream Deck,Safety Equipment,WH-NORTH-01,SUP-0043,2563,341,353.47,2024-04-06,In Stock
INV-00325,Sony WH-1000XM5,Sony WH-1000XM5,Electronics,WH-EAST-01,SUP-0193,4554,314,496.25,2024-12-13,In Stock
INV-00326,Secretlab Titan EVO,Secretlab Titan EVO,Sensors,WH-EAST-02,SUP-0141,1936,295,489.65,2025-09-15,In Stock
INV-00327,Dell XPS 15,Dell XPS 15,Safety Equipment,WH-WEST-01,SUP-0131,4165,347,141.67,2024-11-14,In Stock
INV-00328,NZXT Kraken Elite,NZXT Kraken Elite,Mechanical,WH-INTL-01,SUP-0036,437,386,88.22,2025-05-03,In Stock
INV-00329,MacBook Pro 14,MacBook Pro 14,Electrical,WH-INTL-01,SUP-0055,9,77,309.45,2025-07-03,Low Stock
INV-00330,Dell XPS 15,Dell XPS 15,Electrical,WH-EAST-01,SUP-0065,1873,119,48.9,2024-10-12,In Stock
INV-00331,Google Pixel 8 Pro,Google Pixel 8 Pro,Sensors,WH-WEST-01,SUP-0192,2283,385,430.83,2024-04-22,In Stock
INV-00332,Sony PlayStation 5,Sony PlayStation 5,Sensors,WH-EAST-01,SUP-0173,3452,234,67.63,2025-10-04,In Stock
INV-00333,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Electronics,WH-WEST-02,SUP-0013,106,115,142.11,2025-12-13,Low Stock
INV-00334,Dell XPS 15,Dell XPS 15,Electrical,WH-WEST-01,SUP-0184,1794,486,222.26,2025-01-02,In Stock
INV-00335,NZXT Kraken Elite,NZXT Kraken Elite,Mechanical,WH-WEST-02,SUP-0096,1041,406,360.34,2024-02-12,In Stock
INV-00336,Elgato Stream Deck,Elgato Stream Deck,Mechanical,WH-SOUTH-01,SUP-0086,1070,307,443.74,2025-02-20,In Stock
INV-00337,Logitech MX Master 3S,Logitech MX Master 3S,Electronics,WH-EAST-01,SUP-0089,3242,150,359.05,2025-09-01,In Stock
INV-00338,Samsung Odyssey G9,Samsung Odyssey G9,Safety Equipment,WH-CENTRAL-02,SUP-0102,3604,283,452.03,2024-04-08,In Stock
INV-00339,Kindle Paperwhite,Kindle Paperwhite,Electrical,WH-EAST-02,SUP-0176,4401,164,16.34,2024-06-14,In Stock
INV-00340,Kindle Paperwhite,Kindle Paperwhite,Mechanical,WH-NORTH-01,SUP-0077,734,262,192.17,2025-09-14,In Stock
INV-00341,Samsung Galaxy S24,Samsung Galaxy S24,Sensors,WH-EAST-02,SUP-0008,1303,348,135.52,2025-07-08,In Stock
INV-00342,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Packaging,WH-SOUTH-01,SUP-0042,2260,84,79.66,2024-03-24,In Stock
INV-00343,Corsair RM850x PSU,Corsair RM850x PSU,Packaging,WH-NORTH-01,SUP-0004,1663,110,253.04,2025-01-10,In Stock
INV-00344,Sony WH-1000XM5,Sony WH-1000XM5,Packaging,WH-SOUTH-01,SUP-0118,4564,238,477.25,2024-02-11,In Stock
INV-00345,Sony WH-1000XM5,Sony WH-1000XM5,Packaging,WH-WEST-01,SUP-0022,1915,408,287.31,2025-02-07,In Stock
INV-00346,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Assemblies,WH-INTL-02,SUP-0074,2962,80,390.51,2024-09-17,In Stock
INV-00347,Keychron Q1 Pro,Keychron Q1 Pro,Packaging,WH-SOUTH-01,SUP-0051,296,275,344.0,2025-09-11,In Stock
INV-00348,Razer DeathAdder V3,Razer DeathAdder V3,Sensors,WH-INTL-02,SUP-0107,1544,417,175.18,2024-11-05,In Stock
INV-00349,DJI Mini 4 Pro,DJI Mini 4 Pro,Electrical,WH-NORTH-01,SUP-0049,4952,242,69.09,2024-06-21,In Stock
INV-00350,Sony WH-1000XM5,Sony WH-1000XM5,Mechanical,WH-EAST-02,SUP-0076,1103,272,484.49,2024-09-18,In Stock
INV-00351,Apple Watch Series 9,Apple Watch Series 9,Electrical,WH-CENTRAL-02,SUP-0168,3366,390,279.63,2024-11-24,In Stock
INV-00352,Logitech MX Master 3S,Logitech MX Master 3S,Electronics,WH-INTL-01,SUP-0189,1239,101,249.03,2025-08-31,In Stock
INV-00353,GoPro HERO12 Black,GoPro HERO12 Black,Packaging,WH-WEST-01,SUP-0164,803,428,123.85,2024-11-14,In Stock
INV-00354,Secretlab Titan EVO,Secretlab Titan EVO,Packaging,WH-CENTRAL-01,SUP-0057,693,386,104.5,2024-12-12,In Stock
INV-00355,Corsair RM850x PSU,Corsair RM850x PSU,Assemblies,WH-NORTH-01,SUP-0048,1961,118,445.04,2025-11-13,In Stock
INV-00356,Samsung Galaxy S24,Samsung Galaxy S24,Sensors,WH-WEST-02,SUP-0063,2987,322,134.07,2024-07-26,In Stock
INV-00357,Samsung 990 PRO NVMe,Samsung 990 PRO NVMe,Sensors,WH-EAST-02,SUP-0021,284,464,354.67,2025-01-09,Low Stock
INV-00358,NZXT Kraken Elite,NZXT Kraken Elite,Packaging,WH-EAST-01,SUP-0096,4333,305,490.17,2024-09-30,In Stock
INV-00359,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Packaging,WH-INTL-02,SUP-0173,3824,448,137.94,2024-12-04,In Stock
INV-00360,Corsair RM850x PSU,Corsair RM850x PSU,Assemblies,WH-CENTRAL-02,SUP-0052,3715,255,183.44,2024-09-02,In Stock
INV-00361,AirPods Pro Gen 2,AirPods Pro Gen 2,Safety Equipment,WH-CENTRAL-01,SUP-0101,3036,338,196.4,2025-08-31,In Stock
INV-00362,Razer DeathAdder V3,Razer DeathAdder V3,Mechanical,WH-SOUTH-01,SUP-0054,4118,245,453.44,2024-05-09,In Stock
INV-00363,Sony PlayStation 5,Sony PlayStation 5,Assemblies,WH-CENTRAL-02,SUP-0006,1450,225,270.07,2024-01-09,In Stock
INV-00364,Echo Dot 5th Gen,Echo Dot 5th Gen,Assemblies,WH-INTL-01,SUP-0023,2720,479,408.31,2024-07-08,In Stock
INV-00365,Razer DeathAdder V3,Razer DeathAdder V3,Electrical,WH-CENTRAL-02,SUP-0096,3269,355,289.98,2025-02-10,In Stock
INV-00366,Keychron Q1 Pro,Keychron Q1 Pro,Mechanical,WH-WEST-02,SUP-0004,3659,143,229.33,2024-10-09,In Stock
INV-00367,Dell XPS 15,Dell XPS 15,Mechanical,WH-CENTRAL-01,SUP-0047,1962,238,195.48,2024-10-19,In Stock
INV-00368,Samsung Galaxy S24,Samsung Galaxy S24,Sensors,WH-WEST-02,SUP-0041,2169,383,470.77,2024-04-29,In Stock
INV-00369,Keychron Q1 Pro,Keychron Q1 Pro,Sensors,WH-EAST-01,SUP-0116,2594,208,285.45,2024-08-13,In Stock
INV-00370,GoPro HERO12 Black,GoPro HERO12 Black,Mechanical,WH-EAST-01,SUP-0008,3751,165,269.41,2025-12-03,In Stock
INV-00371,Asus ROG Zephyrus G14,Asus ROG Zephyrus G14,Raw Materials,WH-WEST-01,SUP-0037,999,303,466.3,2024-03-22,In Stock
INV-00372,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Mechanical,WH-INTL-01,SUP-0072,4497,278,162.58,2024-08-02,In Stock
INV-00373,AMD Ryzen 9 7950X,AMD Ryzen 9 7950X,Electrical,WH-SOUTH-01,SUP-0130,2288,428,399.77,2024-09-22,In Stock
INV-00374,Logitech MX Master 3S,Logitech MX Master 3S,Mechanical,WH-NORTH-01,SUP-0050,4080,74,323.19,2024-06-16,In Stock
INV-00375,NZXT Kraken Elite,NZXT Kraken Elite,Packaging,WH-CENTRAL-02,SUP-0190,207,404,411.08,2024-08-15,Low Stock
INV-00376,Elgato Stream Deck,Elgato Stream Deck,Safety Equipment,WH-WEST-01,SUP-0148,3643,286,217.84,2025-11-29,In Stock
INV-00377,NVIDIA RTX 4090,NVIDIA RTX 4090,Sensors,WH-NORTH-01,SUP-0001,3331,146,60.18,2024-03-04,In Stock
INV-00378,DJI Mini 4 Pro,DJI Mini 4 Pro,Raw Materials,WH-WEST-01,SUP-0113,382,440,466.55,2024-03-05,Low Stock
INV-00379,Apple iPhone 15,Apple iPhone 15,Electronics,WH-EAST-01,SUP-0007,3010,216,460.78,2025-05-10,In Stock
